name	version	description	downloads_monthly	repository	homepage	license	keywords	published	updated	featured
@saaskit/taplytics	0.2.14	SaaSkit integration with Taplytics	39	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-taplytics,taplytics,analytics	2021-11-05T07:08:02.591Z	2021-11-07T09:05:32.775Z	false
@saaskit/drip	0.2.14	SaaSkit integration with Drip	39	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-drip,drip,analytics	2021-11-05T07:07:54.478Z	2021-11-07T09:05:23.343Z	false
@saaskit/segmentio	0.2.14	SaaSkit integration with Segmentio	39	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-segmentio,segmentio,analytics	2021-11-05T07:08:02.101Z	2021-11-07T09:05:31.483Z	false
@saaskit/heap	0.2.14	SaaSkit integration with Heap	39	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-heap,heap,analytics	2021-11-05T07:07:56.985Z	2021-11-07T09:05:25.879Z	false
@saaskit/customerio	0.2.14	SaaSkit integration with Customerio	39	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-customerio,customerio,analytics	2021-11-05T07:07:54.401Z	2021-11-07T09:05:23.375Z	false
@saaskit/keen-io	0.2.14	SaaSkit integration with Keen Io	39	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-keen-io,keen-io,analytics	2021-11-05T07:07:58.017Z	2021-11-07T09:05:26.627Z	false
@saaskit/perfect-audience	0.2.14	SaaSkit integration with Perfect Audience	39	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-perfect-audience,perfect-audience,analytics	2021-11-05T07:08:00.309Z	2021-11-07T09:05:30.404Z	false
@saaskit/yandex-metrica	0.2.14	SaaSkit integration with Yandex Metrica	39	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-yandex-metrica,yandex-metrica,analytics	2021-11-05T07:08:04.138Z	2021-11-07T09:05:33.865Z	false
@saaskit/evergage	0.2.14	SaaSkit integration with Evergage	38	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-evergage,evergage,analytics	2021-11-05T07:07:55.613Z	2021-11-07T09:05:24.042Z	false
@saaskit/blueshift	0.2.14	SaaSkit integration with Blueshift	38	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-blueshift,blueshift,analytics	2021-11-05T07:07:52.885Z	2021-11-07T09:05:20.238Z	false
@saaskit/userlike	0.2.14	SaaSkit integration with Userlike	38	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-userlike,userlike,analytics	2021-11-05T07:08:03.219Z	2021-11-07T09:05:33.157Z	false
@saaskit/trakio	0.2.14	SaaSkit integration with Trakio	38	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-trakio,trakio,analytics	2021-11-05T07:08:03.033Z	2021-11-07T09:05:32.753Z	false
@saaskit/adwords	0.2.14	SaaSkit integration with Adwords	38	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-adwords,adwords,analytics	2021-11-05T07:07:51.896Z	2021-11-07T09:05:00.519Z	false
@saaskit/wootric	0.2.14	SaaSkit integration with Wootric	38	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-wootric,wootric,analytics	2021-11-05T07:08:04.094Z	2021-11-07T09:05:33.841Z	false
@saaskit/hittail	0.2.14	SaaSkit integration with Hittail	37	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-hittail,hittail,analytics	2021-11-05T07:07:57.429Z	2021-11-07T09:05:26.152Z	false
@saaskit/foxmetrics	0.2.14	SaaSkit integration with Foxmetrics	37	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-foxmetrics,foxmetrics,analytics	2021-11-05T07:07:55.636Z	2021-11-07T09:05:24.739Z	false
@saaskit/gauges	0.2.14	SaaSkit integration with Gauges	37	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-gauges,gauges,analytics	2021-11-05T07:07:56.332Z	2021-11-07T09:05:25.337Z	false
@saaskit/rollbar	0.2.14	SaaSkit integration with Rollbar	37	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-rollbar,rollbar,monitoring	2021-11-05T07:08:01.262Z	2021-11-07T09:05:30.863Z	false
@saaskit/twitter-ads	0.2.14	SaaSkit integration with Twitter Ads	37	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-twitter-ads,twitter-ads,analytics	2021-11-05T07:08:03.095Z	2021-11-07T09:05:32.759Z	false
@saaskit/clicky	0.2.14	SaaSkit integration with Clicky	37	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-clicky,clicky,analytics	2021-11-05T07:07:53.664Z	2021-11-07T09:05:21.808Z	false
@saaskit/get-satisfaction	0.2.14	SaaSkit integration with Get Satisfaction	37	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-get-satisfaction,get-satisfaction,analytics	2021-11-05T07:07:56.372Z	2021-11-07T09:05:25.209Z	false
@saaskit/facebook-custom-audiences	0.2.14	SaaSkit integration with Facebook Custom Audiences	37	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-facebook-custom-audiences,facebook-custom-audiences,analytics	2021-11-05T07:07:55.438Z	2021-11-07T09:05:24.595Z	false
@saaskit/hubspot	0.2.14	SaaSkit integration with Hubspot	36	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-hubspot,hubspot,analytics	2021-11-05T07:07:57.429Z	2021-11-07T09:05:26.324Z	false
@saaskit/bugsnag	0.2.14	SaaSkit integration with Bugsnag	36	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-bugsnag,bugsnag,analytics	2021-11-05T07:07:53.663Z	2021-11-07T09:05:20.200Z	false
@saaskit/vero	0.2.14	SaaSkit integration with Vero	36	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-vero,vero,analytics	2021-11-05T07:08:03.417Z	2021-11-07T09:05:33.377Z	false
@saaskit/bing-ads	0.2.14	SaaSkit integration with Bing Ads	36	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-bing-ads,bing-ads,analytics	2021-11-05T07:07:52.698Z	2021-11-07T09:05:20.410Z	false
@saaskit/app	0.2.13	**SaaS**kit.js from [SaaS.Dev](https://saas.dev) is a highly opinionated framework and abstraction layer for rapidly  creating, launching, and iterating on SaaS products like Apps, APIs, and Marketplaces.	36			MIT		2021-11-01T12:02:10.207Z	2021-11-07T08:56:37.675Z	false
@saaskit/hellobar	0.2.14	SaaSkit integration with Hellobar	35	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-hellobar,hellobar,analytics	2021-11-05T07:07:57.214Z	2021-11-07T09:05:26.095Z	false
@saaskit/livechat	0.2.14	SaaSkit integration with Livechat	35	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-livechat,livechat,analytics	2021-11-05T07:07:58.838Z	2021-11-07T09:05:27.022Z	false
@saaskit/curebit	0.2.14	SaaSkit integration with Curebit	35	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-curebit,curebit,analytics	2021-11-05T07:07:54.378Z	2021-11-07T09:05:23.283Z	false
@saaskit/google-tag-manager	0.2.14	SaaSkit integration with Google Tag Manager	35	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-google-tag-manager,google-tag-manager,analytics	2021-11-05T07:07:56.427Z	2021-11-07T09:05:25.675Z	false
@saaskit/producthunt	0.2.13	SaaSkit integration with Product Hunt	34	saas-studio/saaskit/integrations/twitter	https://saaskit.js.org/	MIT		2021-11-01T13:00:46.467Z	2021-11-07T08:56:36.990Z	false
@saaskit/olark	0.2.14	SaaSkit integration with Olark	34	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-olark,olark,analytics	2021-11-05T07:07:59.945Z	2021-11-07T09:05:29.945Z	false
@saaskit/extole	0.2.14	SaaSkit integration with Extole	34	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-extole,extole,analytics	2021-11-05T07:07:55.420Z	2021-11-07T09:05:24.067Z	false
@saaskit/errorception	0.2.14	SaaSkit integration with Errorception	34	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-errorception,errorception,analytics	2021-11-05T07:07:54.680Z	2021-11-07T09:05:23.865Z	false
@saaskit/bronto	0.2.14	SaaSkit integration with Bronto	34	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-bronto,bronto,analytics	2021-11-05T07:07:52.714Z	2021-11-07T09:05:20.224Z	false
@saaskit/navilytics	0.2.14	SaaSkit integration with Navilytics	34	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-navilytics,navilytics,analytics	2021-11-05T07:07:59.599Z	2021-11-07T09:05:29.473Z	false
@saaskit/outbound	0.2.14	SaaSkit integration with Outbound	34	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-outbound,outbound,analytics	2021-11-05T07:08:00.194Z	2021-11-07T09:05:30.432Z	false
@saaskit/alexa	0.2.14	SaaSkit integration with Alexa	33	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-alexa,alexa,analytics	2021-11-05T07:07:51.826Z	2021-11-07T09:05:00.564Z	false
@saaskit/inspectlet	0.2.14	SaaSkit integration with Inspectlet	33	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-inspectlet,inspectlet,analytics	2021-11-05T07:07:57.992Z	2021-11-07T09:05:26.519Z	false
@saaskit/awesm	0.2.14	SaaSkit integration with Awesm	33	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-awesm,awesm,analytics	2021-11-05T07:07:52.693Z	2021-11-07T09:05:10.043Z	false
@saaskit/webengage	0.2.14	SaaSkit integration with Webengage	33	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-webengage,webengage,analytics	2021-11-05T07:08:03.934Z	2021-11-07T09:05:33.536Z	false
@saaskit/satismeter	0.2.14	SaaSkit integration with Satismeter	32	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-satismeter,satismeter,analytics	2021-11-05T07:08:01.537Z	2021-11-07T09:05:31.500Z	false
@saaskit/mousestats	0.2.14	SaaSkit integration with Mousestats	32	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-mousestats,mousestats,analytics	2021-11-05T07:07:59.596Z	2021-11-07T09:05:29.335Z	false
@saaskit/fullstory	0.2.14	SaaSkit integration with Fullstory	32	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-fullstory,fullstory,analytics	2021-11-05T07:07:56.291Z	2021-11-07T09:05:25.177Z	false
@saaskit/elevio	0.2.14	SaaSkit integration with Elevio	32	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-elevio,elevio,analytics	2021-11-05T07:07:54.501Z	2021-11-07T09:05:23.860Z	false
@saaskit/improvely	0.2.14	SaaSkit integration with Improvely	32	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-improvely,improvely,analytics	2021-11-05T07:07:57.218Z	2021-11-07T09:05:26.327Z	false
@saaskit/mixpanel	0.2.14	SaaSkit integration with Mixpanel	32	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-mixpanel,mixpanel,analytics	2021-11-05T07:07:59.176Z	2021-11-07T09:05:27.894Z	false
@saaskit/mojn	0.2.14	SaaSkit integration with Mojn	31	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-mojn,mojn,analytics	2021-11-05T07:07:59.233Z	2021-11-07T09:05:29.135Z	false
@saaskit/kenshoo	0.2.14	SaaSkit integration with Kenshoo	31	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-kenshoo,kenshoo,analytics	2021-11-05T07:07:58.421Z	2021-11-07T09:05:26.837Z	false
@saaskit/planetscale	0.2.14	SaaSkit integration with Planetscale	31	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-planetscale,planetscale,data	2021-11-07T08:56:33.197Z	2021-11-07T09:05:30.522Z	false
@saaskit/lytics	0.2.14	SaaSkit integration with Lytics	31	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-lytics,lytics,analytics	2021-11-05T07:07:58.805Z	2021-11-07T09:05:27.904Z	false
@saaskit/sentry	0.2.14	SaaSkit integration with Sentry	31	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-sentry,sentry,monitoring	2021-11-05T07:08:02.079Z	2021-11-07T09:05:31.975Z	false
@saaskit/woopra	0.2.14	SaaSkit integration with Woopra	31	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-woopra,woopra,analytics	2021-11-05T07:08:04.074Z	2021-11-07T09:05:33.748Z	false
@saaskit/klaviyo	0.2.14	SaaSkit integration with Klaviyo	30	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-klaviyo,klaviyo,analytics	2021-11-05T07:07:58.400Z	2021-11-07T09:05:27.080Z	false
@saaskit/intercom	0.2.14	SaaSkit integration with Intercom	30	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-intercom,intercom,analytics	2021-11-05T07:07:58.019Z	2021-11-07T09:05:26.599Z	false
@saaskit/spinnakr	0.2.14	SaaSkit integration with Spinnakr	29	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-spinnakr,spinnakr,analytics	2021-11-05T07:08:02.273Z	2021-11-07T09:05:32.238Z	false
@saaskit/autosend	0.2.14	SaaSkit integration with Autosend	29	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-autosend,autosend,analytics	2021-11-05T07:07:52.702Z	2021-11-07T09:05:10.029Z	false
@saaskit/twitter	0.2.13	SaaSkit integration with Twitter	28	saas-studio/saaskit/integrations/twitter	https://saaskit.js.org/	MIT		2021-11-01T13:00:46.464Z	2021-11-07T08:56:37.842Z	false
@saaskit/kissmetrics	0.2.14	SaaSkit integration with Kissmetrics	28	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-kissmetrics,kissmetrics,analytics	2021-11-05T07:07:58.331Z	2021-11-07T09:05:26.847Z	false
@saaskit/bugherd	0.2.14	SaaSkit integration with Bugherd	28	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-bugherd,bugherd,analytics	2021-11-05T07:07:52.784Z	2021-11-07T09:05:20.198Z	false
@saaskit/tapstream	0.2.14	SaaSkit integration with Tapstream	28	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-tapstream,tapstream,analytics	2021-11-05T07:08:02.985Z	2021-11-07T09:05:32.682Z	false
@saaskit/qualaroo	0.2.14	SaaSkit integration with Qualaroo	27	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-qualaroo,qualaroo,analytics	2021-11-05T07:08:01.238Z	2021-11-07T09:05:30.813Z	false
@saaskit/logflare	0.2.14	SaaSkit integration with Logflare	27	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-logflare,logflare,logging	2021-11-07T08:56:30.611Z	2021-11-07T09:05:27.303Z	false
@saaskit/bitbucket	0.2.14	SaaSkit integration with Bitbucket	27	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-bitbucket,bitbucket,repoProviders	2021-11-07T08:56:24.038Z	2021-11-07T09:05:20.374Z	false
@saaskit/twilio	0.2.14	SaaSkit integration with Twilio	27	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-twilio,twilio,api	2021-11-07T08:56:35.518Z	2021-11-07T09:05:32.989Z	false
@saaskit/editmode	0.2.14	SaaSkit integration with Editmode	26	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-editmode,editmode,cms	2021-11-07T08:56:26.736Z	2021-11-07T09:05:23.861Z	false
@saaskit/logalert	0.2.14	SaaSkit integration with Logalert	26	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-logalert,logalert,logging	2021-11-07T08:56:30.529Z	2021-11-07T09:05:27.254Z	false
@saaskit/datocms	0.2.14	SaaSkit integration with Datocms	26	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-datocms,datocms,cms	2021-11-07T08:56:26.568Z	2021-11-07T09:05:23.278Z	false
@saaskit/zapier-marketing	0.2.13	SaaSkit integration with Zapier	25	saas-studio/saaskit/integrations/zapier	https://saaskit.js.org/	MIT		2021-11-01T12:02:10.131Z	2021-11-07T08:56:37.663Z	false
@saaskit/sales-deck	0.2.13	SaaSkit integration with Product Hunt	25	saas-studio/saaskit/integrations/twitter	https://saaskit.js.org/	MIT		2021-11-01T13:00:46.579Z	2021-11-07T08:56:37.091Z	false
@saaskit/quantcast	0.2.14	SaaSkit integration with Quantcast	25	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-quantcast,quantcast,analytics	2021-11-05T07:08:01.183Z	2021-11-07T09:05:30.853Z	false
@saaskit/saas.dev	0.2.14	SaaSkit integration with Saas Dev	25	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-saas.dev,saas.dev,monitoring	2021-11-07T08:56:33.696Z	2021-11-07T09:05:31.048Z	false
@saaskit/lucky-orange	0.2.14	SaaSkit integration with Lucky Orange	25	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-lucky-orange,lucky-orange,analytics	2021-11-05T07:07:58.807Z	2021-11-07T09:05:27.745Z	false
@saaskit/nudgespot	0.2.14	SaaSkit integration with Nudgespot	25	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-nudgespot,nudgespot,analytics	2021-11-05T07:07:59.677Z	2021-11-07T09:05:29.635Z	false
@saaskit/pitch-deck	0.2.13	SaaSkit integration with Product Hunt	24	saas-studio/saaskit/integrations/twitter	https://saaskit.js.org/	MIT		2021-11-01T13:00:46.398Z	2021-11-07T08:56:37.047Z	false
@saaskit/netlify	0.2.14	SaaSkit integration with Netlify	24	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-netlify,netlify,hosting	2021-11-07T08:56:31.873Z	2021-11-07T09:05:29.346Z	false
@saaskit/aws	0.2.14	SaaSkit integration with Aws	23	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-aws,aws,hosting	2021-11-07T08:56:23.687Z	2021-11-07T09:05:10.048Z	false
@saaskit/clerk	0.2.14	SaaSkit integration with Clerk	23	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-clerk,clerk,auth	2021-11-07T08:56:25.349Z	2021-11-07T09:05:21.160Z	false
@saaskit/logg.ng	0.2.14	SaaSkit integration with Logg Ng	23	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-logg.ng,logg.ng,logging	2021-11-07T08:56:31.028Z	2021-11-07T09:05:27.477Z	false
@saaskit/github	0.2.14	SaaSkit integration with Github	22	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-github,github,repoProviders	2021-11-07T08:56:28.442Z	2021-11-07T09:05:25.160Z	false
@saaskit/logdna	0.2.14	SaaSkit integration with Logdna	22	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-logdna,logdna,logging	2021-11-07T08:56:30.517Z	2021-11-07T09:05:27.264Z	false
@saaskit/sanity	0.2.14	SaaSkit integration with Sanity	22	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-sanity,sanity,cms	2021-11-07T08:56:33.866Z	2021-11-07T09:05:31.623Z	false
@saaskit/logtail	0.2.14	SaaSkit integration with Logtail	21	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-logtail,logtail,logging	2021-11-07T08:56:31.162Z	2021-11-07T09:05:27.733Z	false
@saaskit/logrocket	0.2.14	SaaSkit integration with Logrocket	21	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-logrocket,logrocket,monitoring	2021-11-07T08:56:31.035Z	2021-11-07T09:05:27.486Z	false
@saaskit/slack	0.2.14	SaaSkit integration with Slack	21	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-slack,slack,api	2021-11-07T08:56:34.581Z	2021-11-07T09:05:32.185Z	false
@saaskit/graphcms	0.2.14	SaaSkit integration with Graphcms	21	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-graphcms,graphcms,cms	2021-11-07T08:56:29.118Z	2021-11-07T09:05:25.715Z	false
@saaskit/upstash	0.2.14	SaaSkit integration with Upstash	21	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-upstash,upstash,data	2021-11-07T08:56:35.685Z	2021-11-07T09:05:32.823Z	false
@saaskit/sematext	0.2.14	SaaSkit integration with Sematext	21	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-sematext,sematext,logging	2021-11-07T08:56:34.065Z	2021-11-07T09:05:31.552Z	false
@saaskit/vercel	0.2.14	SaaSkit integration with Vercel	20	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-vercel,vercel,hosting	2021-11-07T08:56:36.038Z	2021-11-07T09:05:33.331Z	false
@saaskit/checkly	0.2.14	SaaSkit integration with Checkly	20	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-checkly,checkly,monitoring	2021-11-07T08:56:25.001Z	2021-11-07T09:05:21.609Z	false
@saaskit/debugbear	0.2.14	SaaSkit integration with Debugbear	20	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-debugbear,debugbear,monitoring	2021-11-07T08:56:26.496Z	2021-11-07T09:05:23.320Z	false
@saaskit/gitlab	0.2.14	SaaSkit integration with Gitlab	20	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-gitlab,gitlab,repoProviders	2021-11-07T08:56:28.535Z	2021-11-07T09:05:25.120Z	false
@saaskit/headlessly	0.2.14	SaaSkit integration with Headlessly	20	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-headlessly,headlessly,cms	2021-11-07T08:56:29.047Z	2021-11-07T09:05:25.809Z	false
@saaskit/azure	0.2.14	SaaSkit integration with Azure	20	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-azure,azure,hosting	2021-11-07T08:56:24.210Z	2021-11-07T09:05:10.066Z	false
@saaskit/next-auth	0.2.14	SaaSkit integration with Next Auth	20	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-next-auth,next-auth,auth	2021-11-07T08:56:32.242Z	2021-11-07T09:05:29.425Z	false
@saaskit/rapidapi	0.2.13	SaaSkit integration with Rapid API	19	saas-studio/saaskit/integrations/rapid-api	https://saaskit.js.org/	MIT		2021-11-01T13:00:46.499Z	2021-11-07T08:56:37.071Z	false
@saaskit/airtable	0.2.14	SaaSkit integration with Airtable	19	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-airtable,airtable,data	2021-11-07T08:56:22.723Z	2021-11-07T09:05:00.566Z	false
@saaskit/cloudflare	0.2.14	SaaSkit integration with Cloudflare	19	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-cloudflare,cloudflare,hosting	2021-11-07T08:56:25.584Z	2021-11-07T09:05:21.830Z	false
@saaskit/fauna	0.2.14	SaaSkit integration with Fauna	19	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-fauna,fauna,data	2021-11-07T08:56:27.579Z	2021-11-07T09:05:24.511Z	false
@saaskit/firebase	0.2.14	SaaSkit integration with Firebase	18	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-firebase,firebase,data	2021-11-07T08:56:27.459Z	2021-11-07T09:05:24.556Z	false
@saaskit/contentful	0.2.14	SaaSkit integration with Contentful	17	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-contentful,contentful,cms	2021-11-07T08:56:25.734Z	2021-11-07T09:05:21.997Z	false
@saaskit/formspree	0.2.14	SaaSkit integration with Formspree	17	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-formspree,formspree,cms	2021-11-07T08:56:27.679Z	2021-11-07T09:05:24.521Z	false
@saaskit/datadog	0.2.14	SaaSkit integration with Datadog	16	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-datadog,datadog,monitoring	2021-11-07T08:56:26.122Z	2021-11-07T09:05:23.323Z	false
@saaskit/supabase	0.2.14	SaaSkit integration with Supabase	16	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-supabase,supabase,auth	2021-11-07T08:56:34.775Z	2021-11-07T09:05:32.234Z	false
@saaskit/auth0	0.2.14	SaaSkit integration with Auth0	15	https://github.com/saas-studio/saaskit	https://saaskit.js.org	MIT	saas,saaskit,saaskit-auth0,auth0,auth	2021-11-07T08:56:23.337Z	2021-11-07T09:05:10.091Z	false
@mdxui/named	8.2.3	Named Agents site template - landing page components for AI product sites	2033	https://github.com/dot-do/ui	https://mdxui.dev	MIT	mdxui,react,landing-page,named-agents,ai,marketing,components,templates	2026-01-24T14:38:26.049Z	2026-06-26T21:13:55.486Z	false
@mdxui/services	0.7.0	Services site template — the Services dialect of the @mdxui template family. Higher-order, outcome-led landing components (ServiceHero, Problem, WhatYouGet, HowItWorks, Defensibility, ReportPricing, Faq, FinalCta) that expose Services-semantic props and c	1254	https://github.com/dot-do/ui	https://mdxui.dev	MIT	mdxui,react,landing-page,services,ai,marketing,components,templates	2026-05-29T12:50:14.249Z	2026-06-26T20:36:15.742Z	false
@mdxui/neo	0.3.1	Marketing and landing page components with mdxui-compliant interfaces	1133	https://github.com/dot-do/ui	https://mdxui.dev	MIT	mdxui,react,blocks,components,marketing,landing-page,hero,features,pricing	2026-05-26T14:43:02.757Z	2026-06-24T15:48:24.966Z	false
